date,camera,video_file,time,loom_no,butterfly_no,parrot_no,surg_no,chromis_pres,butterfly_fl,parrot_fl,surg_fl,chromis_fl,completion_date,completed_by,notes,roving_pres,roving_fl,fish_pres,response,,
6/11/2024,A,GX389698,1:18,305,0,1,1,n,n,n,n,n,12/08/2024,KL,Parrotfish swimming out of frame. ,y,n,y,n,,
6/11/2024,A,GX389698,2:19,306,0,2,1,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX389698,5:22,309,0,0,0,y,n,n,n,n,12/08/2024,KL,,n,n,y,n,,
6/11/2024,A,GX389698,6:22,310,0,0,0,y,n,n,n,n,12/08/2024,KL,,n,n,y,n,,
6/11/2024,A,GX389698,8:25,312,0,0,0,y,n,n,n,n,12/08/2024,KL,,n,n,y,n,,
6/11/2024,A,GX399698,3:56,316,0,1,0,n,n,y,n,n,12/08/2024,KL,,y,y,y,y,,
6/11/2024,A,GX399698,5:58,318,0,0,2,n,n,n,n,n,12/08/2024,KL,One surgeonfish swimming out of frame. ,y,n,y,n,,
6/11/2024,A,GX399698,6:58,319,0,1,1,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX409698,0:28,321,0,2,1,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX409698,2:30,323,0,0,0,y,n,n,n,n,12/08/2024,KL,,n,n,y,n,,
6/11/2024,A,GX409698,5:32,326,0,2,0,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX409698,6:33,327,0,1,0,n,n,n,n,n,12/08/2024,KL,Parrotfish swimming out of frame. ,y,n,y,n,,
6/11/2024,A,GX409698,7:35,328,0,1,1,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX419698,0:03,329,2,1,0,n,n,n,n,n,12/08/2024,KL,One parrotfish and one butterfly fish swimming out of frame. ,y,n,y,n,,
6/11/2024,A,GX419698,6:09,335,0,0,0,y,n,n,n,n,12/08/2024,KL,,n,n,y,n,,
6/11/2024,A,GX429698,7:47,345,0,2,0,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX439698,0:15,346,0,0,4,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX439698,1:16,347,0,0,1,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX439698,3:18,349,0,1,1,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX439698,5:20,351,0,0,0,y,n,n,n,n,12/08/2024,KL,,n,n,y,n,,
6/11/2024,A,GX439698,8:23,354,0,0,0,y,n,n,n,n,12/08/2024,KL,,n,n,y,n,,
6/11/2024,A,GX449698,2:54,358,0,0,1,n,n,n,n,n,12/08/2024,KL,Surgeonfish swimming out of arena.,y,n,y,n,,
6/11/2024,A,GX459698,1:29,365,0,0,0,y,n,n,n,n,12/08/2024,KL,,n,n,y,n,,
6/11/2024,A,GX469698,5:08,377,0,1,0,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX469698,6:09,378,0,2,0,n,n,n,n,n,12/08/2024,KL,Parrotfish swimming out of arena. ,y,n,y,n,,
6/11/2024,A,GX479698,2:41,383,0,1,0,n,n,n,n,n,12/08/2024,KL,Parrotfish swimming out of arena. ,y,n,y,n,,
6/11/2024,A,GX479698,3:43,384,0,1,0,n,n,n,n,n,12/08/2024,KL,Parrotfish swimming out of arena. ,y,n,y,n,,
6/11/2024,A,GX489698,1:16,390,0,1,0,n,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/11/2024,A,GX489698,2:17,391,1,1,0,y,n,n,n,n,12/08/2024,KL,,y,n,y,n,,
6/7/2024,A,GX019655,02:42,1,0,1,0,n,n,n,n,n,10/1/2024,JM,"the parrotfish did not initiate flight, but the bicolor damselfish did. ",y,n,y,n,,
6/7/2024,A,GX019655,03:43,2,0,2,0,n,n,n,n,n,10/1/2024,JM,"2 parrotfish in the arena, 3 peripheral, no responses",y,n,y,n,,
6/7/2024,A,GX019655,04:44,3,0,3,0,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX019655,05:45,4,0,3,0,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX019655,06:46,5,0,3,0,y,n,n,n,y,10/1/2024,JM,"the parrotfish did not initiate flight, but the chromis and bicolors did and the parrotfish stopped foraging and began to move away/became vigilant. ",y,n,y,y,,
6/7/2024,A,GX019655,07:47,6,0,3,0,y,n,y,n,y,10/1/2024,JM,all 3 parrotfish showed flight response (one pooped) as did the chromis. Parrotfish were closer this time.,y,y,y,y,,
6/7/2024,A,GX029655,04:19,11,0,3,0,n,n,n,n,n,10/1/2024,JM,"all close to the ipad, but no responses",y,n,y,n,,
6/7/2024,A,GX029655,05:19,12,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/7/2024,A,GX029655,07:21,14,0,2,0,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX029655,08:22,15,0,2,0,n,n,n,n,n,10/1/2024,JM,"2 peripheral parrotfish, no response",y,n,y,n,,
6/7/2024,A,GX039655,01:52,17,0,1,0,y,n,n,n,y,10/1/2024,JM,"1 peripheral parrotfish, no response",y,n,y,y,,
6/7/2024,A,GX039655,02:52,18,0,1,0,y,n,n,n,y,10/1/2024,JM,"1 peripheral parrotfish, no response",y,n,y,y,,
6/7/2024,A,GX039655,03:54,19,0,1,0,y,n,n,n,y,10/1/2024,JM,"2 peripheral parrotfish, no response",y,n,y,y,,
6/7/2024,A,GX039655,04:54,20,0,2,0,y,n,n,n,y,10/1/2024,JM,"chromis response was not as strong, but did seem like a couple may have responded",y,n,y,y,,
6/7/2024,A,GX039655,05:55,21,0,5,0,y,n,y,n,n,10/1/2024,JM,1 small parrotfish (juv) nearer to the ipad fled,y,y,y,y,,
6/7/2024,A,GX039655,06:56,22,0,1,0,y,n,n,n,n,10/1/2024,JM,"some parrotfish peripheral, but no responses",y,n,y,n,,
6/7/2024,A,GX039655,07:57,23,0,0,1,y,n,n,n,n,10/1/2024,JM,"3 peripheral parrotfish, no response",y,n,y,n,,
6/7/2024,A,GX049655,00:25,24,0,0,0,y,n,n,n,n,10/1/2024,JM,1 parrotfish was initially in the arena but was out of frame before stimulus was presented,n,n,y,n,,
6/7/2024,A,GX049655,01:26,25,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/7/2024,A,GX049655,03:28,27,0,1,0,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX049655,04:29,28,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/7/2024,A,GX049655,05:30,29,0,0,0,y,n,n,n,n,10/1/2024,JM,"the chromis did not seem to flee, but were moving together probably from a jack that had appeared",n,n,y,n,,
6/7/2024,A,GX049655,06:31,30,0,1,0,y,n,n,n,n,10/1/2024,JM,"1 peripheral parrotfish, no response",y,n,y,n,,
6/7/2024,A,GX049655,07:32,31,0,1,0,y,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX059655,01:01,33,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/7/2024,A,GX059655,02:02,34,0,1,0,y,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX059655,05:05,37,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/7/2024,A,GX059655,07:07,39,0,1,0,n,n,n,n,n,10/1/2024,JM,another parrotfish appeared and was fighting with the one that was already in the arena,y,n,y,n,,
6/7/2024,A,GX059655,08:08,40,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/7/2024,A,GX069655,03:39,44,0,4,0,y,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX069655,04:40,45,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/7/2024,A,GX069655,05:40,46,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/7/2024,A,GX069655,06:42,47,0,4,0,y,n,n,n,n,10/1/2024,JM,2 of the parrotfish came in as the loom was beginning but weren't fully in the arena when the dot first appeared. ,y,n,y,n,,
6/7/2024,A,GX069655,07:42,48,0,2,0,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX079655,00:11,49,0,1,0,y,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX079655,01:12,50,0,1,0,y,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX079655,02:13,51,0,1,0,y,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX079655,03:13,52,0,1,0,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX079655,04:15,53,0,4,0,n,n,n,n,n,10/1/2024,JM,"1 arena parrotfish was occluded when stimulus went, but did not appear to respond. 1 peripheral parrotfish, no response.",y,n,y,n,,
6/7/2024,A,GX079655,05:15,54,0,1,0,y,n,n,n,n,10/1/2024,JM,"1 peripheral parrotfish, no response",y,n,y,n,,
6/7/2024,A,GX079655,06:16,55,0,1,0,y,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX089655,01:47,59,0,1,0,n,n,n,n,n,10/1/2024,JM,"3 peripheral parrotfish, no response",y,n,y,n,,
6/7/2024,A,GX089655,03:49,61,0,0,0,y,n,n,n,n,10/1/2024,JM,not sure if the chromis responded to the loom or not. It was a pretty weak response if it was.,n,n,y,n,,
6/7/2024,A,GX089655,04:50,62,0,3,0,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX089655,05:51,63,0,2,0,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/7/2024,A,GX089655,06:52,64,0,0,0,y,n,n,n,y,10/1/2024,JM,They may have responded because there were predators nearby (jack).,n,n,y,y,,
6/7/2024,A,GX089655,07:53,65,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/7/2024,A,GX099655,0:21,66,0,3,0,y,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX099655,1:22,67,0,1,0,n,n,n,n,n,10/24/2024,KL,Parrotfish on the edge of the arena ,y,n,y,n,,
6/7/2024,A,GX099655,2:23,68,0,0,0,y,n,n,n,n,10/24/2024,KL,,n,n,y,n,,
6/7/2024,A,GX099655,3:23,69,0,3,0,n,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX099655,4:24,70,0,0,1,n,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX099655,5:25,71,0,0,0,y,n,n,n,n,10/24/2024,KL,,n,n,y,n,,
6/7/2024,A,GX099655,7:27,73,0,2,0,n,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX109655,0:57,75,0,1,0,n,n,n,n,n,10/24/2024,KL,Parrotfish swimming out of arena,y,n,y,n,,
6/7/2024,A,GX109655,1:58,76,0,2,0,n,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX109655,2:59,77,0,0,1,n,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX109655,3:59,78,0,8,0,n,n,n,n,n,10/24/2024,KL,Parrotfish are swimming out of arena as stimulus approaches,y,n,y,n,,
6/7/2024,A,GX109655,5:01,79,0,1,0,n,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX109655,7:02,81,0,1,0,y,n,n,n,n,10/24/2024,KL,Parrotfish on peripheral of arena. Chromis slightly outside of arena seem to react.,y,n,y,n,,
6/7/2024,A,GX109655,8:03,82,0,0,1,n,n,n,n,n,10/24/2024,KL,Small yellowfish reacts to stimulus. Fish was far from camera so canot tell what kind of fish it is.,y,n,y,n,,
6/7/2024,A,GX119655,0:32,83,0,0,0,y,n,n,n,n,10/24/2024,KL,,n,n,y,n,,
6/7/2024,A,GX119655,1:33,84,0,2,0,n,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX119655,3:34,86,0,0,0,y,n,n,n,n,10/24/2024,KL,,n,n,y,n,,
6/7/2024,A,GX119655,5:35,88,0,0,0,y,n,n,n,n,10/24/2024,KL,,n,n,y,n,,
6/7/2024,A,GX119655,6:38,89,0,0,0,y,n,n,n,n,10/24/2024,KL,,n,n,y,n,,
6/7/2024,A,GX119655,7:38,90,0,1,0,y,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX129655,0:07,91,0,0,0,y,n,n,n,n,10/24/2024,KL,,n,n,y,n,,
6/7/2024,A,GX129655,1:07,92,0,0,1,y,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX129655,2:09,93,0,4,0,y,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX129655,3:09,94,0,4,0,n,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX129655,4:10,95,0,1,0,n,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX129655,5:10,96,0,1,0,y,n,n,n,n,10/24/2024,KL,,y,n,y,n,,
6/7/2024,A,GX129655,6:12,97,0,0,0,y,n,n,n,n,10/24/2024,KL,,n,n,y,n,,
6/7/2024,A,GX139655,0:41,100,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX139655,1:42,101,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX139655,2:43,102,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX139655,3:45,103,0,0,0,y,n,n,n,u,10/25/2024,KL,Chromis near iPad possibly react. Can't tell if it's a flinch or if they're just changing directions. ,n,n,y,n,,
6/7/2024,A,GX139655,4:45,104,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX139655,6:48,106,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX139655,7:48,107,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX149655,1:17,109,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX149655,2:19,110,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX149655,3:20,111,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX149655,4:21,112,0,1,0,n,n,n,n,n,10/25/2024,KL,Parrotfish on peripheral of arena. Behind coral so likely could not see stimulus.,y,n,y,n,,
6/7/2024,A,GX149655,5:21,113,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX149655,8:25,116,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX159655,0:52,117,0,0,0,y,n,n,n,u,10/25/2024,KL,Possible chromuis reaction. Hard to tell if it's reacting to stimulus or just changing directions.,n,n,y,n,,
6/7/2024,A,GX159655,2:54,119,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX159655,4:56,121,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX159655,5:57,122,0,1,0,y,n,n,n,n,10/25/2024,KL,Parrotfish swimming out of frame as stimulus enlarges.,y,n,y,n,,
6/7/2024,A,GX159655,6:59,123,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX169655,0:28,125,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX169655,2:31,127,0,0,1,y,n,n,n,n,10/25/2024,KL,Surgeonfish swimming oout of frame as stimulus looms. ,y,n,y,n,,
6/7/2024,A,GX169655,3:31,128,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX169655,4:31,129,0,2,0,y,n,n,n,n,10/25/2024,KL,,y,n,y,n,,
6/7/2024,A,GX169655,5:32,130,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX169655,6:33,131,0,1,0,n,n,n,n,n,10/25/2024,KL,Small black fish near camera seems to react to stimulus.,y,n,y,n,,
6/7/2024,A,GX179655,0:03,133,0,1,0,y,n,n,n,n,10/25/2024,KL,,y,n,y,n,,
6/7/2024,A,GX179655,1:03,134,0,1,0,y,n,n,n,n,10/25/2024,KL,,y,n,y,n,,
6/7/2024,A,GX179655,6:08,139,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX179655,7:08,140,0,1,0,n,n,n,n,n,10/25/2024,KL,,y,n,y,n,,
6/7/2024,A,GX179655,8:09,141,0,0,0,y,n,n,n,n,10/25/2024,KL,,n,n,y,n,,
6/7/2024,A,GX189655,0:39,142,0,0,0,y,n,n,n,n,10/26/2024,KL,,n,n,y,n,,
6/7/2024,A,GX189655,1:39,143,0,0,0,y,n,n,n,n,10/26/2024,KL,,n,n,y,n,,
6/7/2024,A,GX189655,4:41,146,0,1,0,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX189655,5:43,147,0,1,0,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX189655,6:43,148,0,1,0,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX199655,0:12,150,0,1,0,n,n,n,n,n,10/26/2024,KL,Parrotfish on peripheral of arena.,y,n,y,n,,
6/7/2024,A,GX199655,1:14,151,0,2,0,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX199655,3:16,153,0,0,0,y,n,n,n,n,10/26/2024,KL,,n,n,y,n,,
6/7/2024,A,GX199655,4:17,154,0,0,0,y,n,n,n,n,10/26/2024,KL,,n,n,y,n,,
6/7/2024,A,GX199655,8:21,158,0,1,0,y,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX209655,0:48,159,0,0,0,y,n,n,n,n,10/26/2024,KL,,n,n,y,n,,
6/7/2024,A,GX209655,2:50,161,0,1,0,y,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX209655,4:52,163,0,1,0,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX209655,7:55,166,0,0,0,y,n,n,n,n,10/26/2024,KL,,n,n,y,n,,
6/7/2024,A,GX219655,0:24,167,0,1,1,y,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX219655,1:24,168,0,2,0,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX219655,3:26,170,0,1,0,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX219655,7:30,174,0,1,0,n,n,n,n,n,10/26/2024,KL,Parrotfish chased out of frame as stimulus looms.,y,n,y,n,,
6/7/2024,A,GX229655,1:00,176,0,0,1,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX229655,4:02,179,0,1,0,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX229655,5:02,180,0,2,0,y,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX229655,6:04,181,0,2,0,n,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX229655,8:06,183,2,2,0,y,n,n,n,n,10/26/2024,KL,,y,n,y,n,,
6/7/2024,A,GX239655,1:35,185,0,1,0,n,n,n,n,n,11/1/2024,KL,Bar jack exhibits weird behavior. Doesn't seem like flight behavior but not completely sure.,y,n,y,n,,
6/7/2024,A,GX239655,4:38,188,0,0,0,y,n,n,n,n,11/1/2024,KL,,n,n,y,n,,
6/7/2024,A,GX239655,5:39,189,0,0,0,y,n,n,n,n,11/1/2024,KL,,n,n,y,n,,
6/7/2024,A,GX239655,6:39,190,0,0,0,y,n,n,n,n,11/1/2024,KL,,n,n,y,n,,
6/7/2024,A,GX239655,7:40,191,0,0,0,y,n,n,n,n,11/1/2024,KL,,n,n,y,n,,
6/7/2024,A,GX249655,1:09,193,0,0,1,n,n,n,n,n,11/1/2024,KL,,y,n,y,n,,
6/7/2024,A,GX249655,2:11,194,0,0,0,y,n,n,n,n,11/1/2024,KL,,n,n,y,n,,
6/7/2024,A,GX249655,5:13,197,0,1,0,n,n,n,n,n,11/1/2024,KL,,y,n,y,n,,
6/7/2024,A,GX249655,6:15,198,0,1,0,n,n,n,n,n,11/1/2024,KL,,y,n,y,n,,
6/7/2024,A,GX249655,7:16,199,0,0,0,y,n,n,n,n,11/1/2024,KL,,n,n,y,n,,
6/7/2024,A,GX249655,8:16,200,0,1,0,n,n,n,n,n,11/1/2024,KL,,y,n,y,n,,
6/7/2024,A,GX259655,0:45,201,0,0,0,y,n,n,n,n,11/2/2024,KL,,n,n,y,n,,
6/7/2024,A,GX259655,2:46,203,0,0,0,y,n,n,n,n,11/2/2024,KL,,n,n,y,n,,
6/7/2024,A,GX259655,3:46,204,0,0,0,y,n,n,n,n,11/2/2024,KL,,n,n,y,n,,
6/7/2024,A,GX259655,4:49,205,0,0,0,y,n,n,n,n,11/2/2024,KL,,n,n,y,n,,
6/7/2024,A,GX259655,5:49,206,0,0,0,y,n,n,n,n,11/2/2024,KL,Fish reacted to predatory behavior that occured as stimulus approached; may have affected their reaction to stimulus. ,n,n,y,n,,
6/7/2024,A,GX269655,1:20,210,0,2,0,y,n,n,n,n,11/2/2024,KL,,y,n,y,n,,
6/7/2024,A,GX269655,3:22,212,0,1,0,n,n,n,n,n,11/2/2024,KL,,y,n,y,n,,
6/7/2024,A,GX269655,4:23,213,0,1,1,n,n,n,n,n,11/2/2024,KL,Parrotfish swimming out of frame.,y,n,y,n,,
6/7/2024,A,GX269655,6:25,215,0,0,0,y,n,n,n,n,11/2/2024,KL,,n,n,y,n,,
6/7/2024,A,GX279655,0:54,218,0,0,0,y,n,n,n,n,11/3/2024,KL,,n,n,y,n,,
6/7/2024,A,GX279655,1:56,219,0,0,0,y,n,n,n,n,11/3/2024,KL,,n,n,y,n,,
6/7/2024,A,GX279655,2:56,220,0,0,1,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX279655,4:58,222,0,0,1,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX279655,6:00,223,0,0,0,y,n,n,n,n,11/3/2024,KL,,n,n,y,n,,
6/7/2024,A,GX279655,6:59,224,0,1,0,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX279655,8:02,225,0,1,0,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX289655,2:32,228,0,1,0,y,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX289655,3:32,229,0,0,0,y,n,n,n,n,11/3/2024,KL,,n,n,y,n,,
6/7/2024,A,GX289655,4:33,230,0,0,0,y,n,n,n,n,11/3/2024,KL,,n,n,y,n,,
6/7/2024,A,GX289655,5:35,231,0,0,0,y,n,n,n,n,11/3/2024,KL,,n,n,y,n,,
6/7/2024,A,GX289655,7:36,233,0,0,1,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX299655,0:04,234,0,0,0,y,n,n,n,n,11/3/2024,KL,,n,n,y,n,,
6/7/2024,A,GX299655,6:10,240,0,1,0,y,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX299655,8:11,242,0,1,0,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX309655,1:40,244,0,1,0,n,n,n,n,n,11/3/2024,KL,Parrotfish swimming out of frame. ,y,n,y,n,,
6/7/2024,A,GX309655,3:43,246,0,1,0,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX309655,4:43,247,0,1,0,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX309655,5:45,248,0,0,0,y,n,n,n,n,11/3/2024,KL,,n,n,y,n,,
6/7/2024,A,GX309655,6:45,249,0,1,0,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX309655,7:47,250,0,2,0,n,n,n,n,n,11/3/2024,KL,,y,n,y,n,,
6/7/2024,A,GX319655,0:15,251,0,3,0,n,n,n,n,n,11/10/2024,KL,One parrotfish swimming into arena.,y,n,y,n,,
6/7/2024,A,GX319655,1:16,252,0,1,1,n,n,n,n,n,11/10/2024,KL,,y,n,y,n,,
6/7/2024,A,GX319655,2:17,253,0,2,0,n,n,n,n,n,11/10/2024,KL,One of the parrotfish swimming into arena.,y,n,y,n,,
6/7/2024,A,GX319655,4:19,255,0,0,0,y,n,n,n,n,11/10/2024,KL,,n,n,y,n,,
6/7/2024,A,GX319655,5:20,256,0,1,0,y,n,n,n,n,11/10/2024,KL,,y,n,y,n,,
6/7/2024,A,GX319655,7:21,258,0,0,1,n,n,n,n,n,11/10/2024,KL,Surgeonfish engaged in agressive behavior with damselfish right before stimulus appeared.,y,n,y,n,,
6/7/2024,A,GX329655,0:50,260,0,0,0,y,n,n,n,n,11/10/2024,KL,,n,n,y,n,,
6/7/2024,A,GX329655,1:51,261,0,1,0,n,n,n,n,n,11/10/2024,KL,,y,n,y,n,,
6/7/2024,A,GX329655,2:51,262,0,3,0,n,n,n,n,n,11/10/2024,KL,Two parrotfish on peripheral of arena.,y,n,y,n,,
6/7/2024,A,GX329655,3:54,263,0,2,0,y,n,n,n,n,11/10/2024,KL,,y,n,y,n,,
6/7/2024,A,GX329655,6:57,266,0,0,0,y,n,n,n,n,11/10/2024,KL,,n,n,y,n,,
6/7/2024,A,GX339655,4:30,272,0,0,1,n,n,n,n,n,11/10/2024,KL,,y,n,y,n,,
6/7/2024,A,GX339655,5:30,273,0,1,0,n,n,n,n,n,11/10/2024,KL,,y,n,y,n,,
6/7/2024,A,GX339655,6:31,274,0,1,0,n,n,n,n,n,11/10/2024,KL,,y,n,y,n,,
6/7/2024,A,GX349655,3:03,279,0,0,1,n,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX349655,4:04,280,0,0,0,y,n,n,n,n,11/15/2024,KL,,n,n,y,n,,
6/7/2024,A,GX349655,5:04,281,0,1,0,n,n,n,n,n,11/15,KL,,y,n,y,n,,
6/7/2024,A,GX349655,8:08,284,0,1,0,n,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX359655,0:37,285,0,1,0,n,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX359655,1:37,286,0,1,0,n,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX359655,3:39,288,0,0,0,y,n,n,n,n,11/15/2024,KL,,n,n,y,n,,
6/7/2024,A,GX359655,4:39,289,0,1,0,n,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX359655,7:43,292,0,1,0,n,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX369655,2:13,295,0,1,0,n,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX369655,5:15,298,0,1,0,n,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX369655,7:16,300,0,0,1,n,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX369655,8:18,301,0,0,0,y,n,n,n,n,11/15/2024,KL,,n,n,y,n,,
