date,camera,video_file,time,loom_no,butterfly_no,parrot_no,surg_no,chromis_pres,butterfly_fl,parrot_fl,surg_fl,chromis_fl,completion_date,completed_by,notes,roving_pres,roving_fl,fish_pres,response,,
6/7/2024,A,GX379655,0:46,302,0,1,0,n,n,n,n,n,11/15/2024,KL,Parrotfish on peripheral of arena. ,y,n,y,n,,
6/7/2024,A,GX379655,2:48,304,0,0,0,y,n,n,n,n,11/15/2024,KL,,n,n,y,n,,
6/7/2024,A,GX379655,3:48,305,0,2,0,n,n,n,n,n,11/15/2024,KL,"Parrotfish on peripheral, expressing possible agressive behavior to each other.",y,n,y,n,,
6/7/2024,A,GX379655,6:52,308,0,1,0,y,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX379655,7:53,309,0,2,0,y,n,n,n,n,11/15/2024,KL,,y,n,y,n,,
6/7/2024,A,GX389655,0:21,310,0,2,1,n,n,n,n,n,11/16/2024,KL,One parrotfish swimming out of arena.,y,n,y,n,,
6/7/2024,A,GX389655,1:23,311,0,0,1,n,n,n,n,n,11/16/2024,KL,Surgeonfish swimming out of frame.,y,n,y,n,,
6/7/2024,A,GX389655,2:23,312,0,1,0,n,n,n,n,n,11/16/2024,KL,"Parrotfish swimming above ipad, unsure if he could see stimulus.",y,n,y,n,,
6/7/2024,A,GX389655,3:25,313,0,0,0,y,n,n,n,n,11/16/2024,KL,,n,n,y,n,,
6/7/2024,A,GX389655,6:27,316,0,1,1,n,n,n,n,n,11/16/2024,KL,,y,n,y,n,,
6/7/2024,A,GX389655,8:30,318,0,0,1,n,n,n,n,n,11/16/2024,KL,Stimulus appears on ipad at the end of this video but doesn't finish looming until next video.,y,n,y,n,,
6/7/2024,A,GX399655,4:01,322,0,3,0,n,n,n,n,n,11/16/2024,KL,,y,n,y,n,,
6/7/2024,A,GX399655,6:04,334,0,1,1,n,n,n,n,n,11/16/2024,KL,Parrotfish swimming into arena.,y,n,y,n,,
6/7/2024,A,GX409655,1:35,338,0,1,1,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX409655,3:37,340,0,1,0,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX409655,6:39,343,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX409655,7:41,344,0,1,0,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX419655,0:09,345,0,0,1,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX419655,1:09,346,0,0,1,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX419655,2:11,347,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX419655,3:12,348,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX419655,4:12,349,0,0,1,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX419655,7:17,352,0,2,0,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX419655,8:17,353,0,1,1,n,n,n,n,n,11/17/2024,KL,Surgeonfish swimming out of arena.,y,n,y,n,,
6/7/2024,A,GX429655,0:45,354,0,1,1,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX429655,1:47,355,0,2,1,n,n,n,n,n,11/17/2024,KL,One parrotfish swimming out of arena.,y,n,y,n,,
6/7/2024,A,GX429655,3:48,357,0,0,1,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX429655,5:51,359,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX429655,6:51,360,0,1,0,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX429655,7:53,361,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX439655,2:23,364,0,1,0,n,n,n,n,n,11/17/2024,KL,Parrotfish swimming out of arena.,y,n,y,n,,
6/7/2024,A,GX439655,5:25,367,0,0,1,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX439655,8:30,370,0,0,1,n,n,n,n,n,11/17/2024,KL,Stimulus appears at the end of this video but doesn't finish looming until the next video.,y,n,y,n,,
6/7/2024,A,GX449655,0:58,371,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX449655,1:58,372,0,1,0,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX449655,4:00,374,0,1,0,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX449655,8:04,378,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX459655,3:36,382,0,2,0,n,n,n,n,n,11/17/2024,KL,One parrotfish swimming out of arena.,y,n,y,n,,
6/7/2024,A,GX459655,4:38,383,0,0,1,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX459655,7:40,386,1,0,2,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX469655,0:09,387,0,0,1,y,n,n,n,n,11/17/2024,KL,Surgeonfish swimming out of frame.,y,n,y,n,,
6/7/2024,A,GX469655,1:09,388,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX469655,2:11,389,0,2,1,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX469655,3:11,390,0,1,2,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX469655,4:12,391,0,1,0,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX469655,6:15,393,0,0,2,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX469655,7:16,394,0,1,0,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX469655,8:17,395,0,1,0,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX479655,1:45,397,0,1,0,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX479655,2:48,398,0,3,0,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX479655,3:48,399,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX479655,5:50,401,2,0,1,n,n,n,n,n,11/17/2024,KL,One butterfly fish swims out of arena almost immediately. ,y,n,y,n,,
6/7/2024,A,GX479655,7:52,403,0,1,1,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX489655,0:21,404,0,0,0,y,n,n,n,n,11/17/2024,KL,,n,n,y,n,,
6/7/2024,A,GX489655,1:21,405,0,2,0,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX489655,2:23,406,0,1,0,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX489655,4:25,408,0,1,0,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX489655,5:25,409,0,1,0,y,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX489655,6:27,410,0,1,0,n,n,n,n,n,11/17/2024,KL,,y,n,y,n,,
6/7/2024,A,GX489655,8:29,412,0,1,0,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX499655,1:58,414,0,0,2,y,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX499655,2:58,415,0,0,1,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX499655,4:01,416,0,0,2,y,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX499655,8:04,420,0,1,0,y,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX509655,4:37,425,0,1,1,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX509655,6:39,427,0,1,0,y,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX519655,4:12,433,0,1,1,n,n,n,n,n,11/18/2024,KL,Two more parrotfish swim into arena.,y,n,y,n,,
6/7/2024,A,GX519655,5:13,434,0,4,2,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX519655,6:14,435,0,0,1,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX519655,7:16,436,0,3,0,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX519655,8:16,437,0,0,1,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX529655,0:44,438,0,0,0,y,n,n,n,n,11/18/2024,KL,,n,n,y,n,,
6/7/2024,A,GX529655,1:47,439,0,0,1,n,n,n,n,n,11/18/2024,KL,Surgeonfish swims in front of ipad so hard to tell exactly when stimulus appears.,y,n,y,n,,
6/7/2024,A,GX529655,2:47,440,0,1,1,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX529655,3:47,441,0,0,0,y,n,n,n,n,11/18/2024,KL,,n,n,y,n,,
6/7/2024,A,GX529655,4:49,442,0,1,0,n,n,n,n,n,11/18/2024,KL,Parrotfish swimming out of arena.,y,n,y,n,,
6/7/2024,A,GX529655,5:49,443,0,1,0,n,n,n,n,n,11/18/2024,KL,Parrotfish swimming out of arena.,y,n,y,n,,
6/7/2024,A,GX529655,6:51,444,0,1,0,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX529655,7:51,445,0,1,0,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX539655,0:20,446,0,1,0,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX539655,1:20,447,0,1,1,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/7/2024,A,GX539655,2:23,448,0,1,0,n,n,n,n,n,11/18/2024,KL,,y,n,y,n,,
6/5/2024,A,GX029697,00:48,2,0,0,1,n,n,n,n,n,10/1/2024,JM,"surgeonfish came into the arena as the loom was starting, wasn’t fully in when the dot first appeared.",y,n,y,n,,
6/5/2024,A,GX029697,04:51,6,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/5/2024,A,GX029697,06:53,8,0,0,1,y,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/5/2024,A,GX029697,07:54,9,0,0,1,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/5/2024,A,GX039697,01:24,11,0,1,1,n,n,n,n,n,10/1/2024,JM,"1 peripheral parrotfish, no response",y,n,y,n,,
6/5/2024,A,GX039697,06:28,16,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/5/2024,A,GX049697,05:02,23,0,1,0,n,n,n,n,n,10/1/2024,JM,parrotfish entered arena before stimulus,y,n,y,n,,
6/5/2024,A,GX049697,08:05,26,0,1,1,n,n,n,n,n,10/1/2024,JM,both were nearly peripheral by the time the stimulus went,y,n,y,n,,
6/5/2024,A,GX059697,00:33,27,0,2,0,y,n,n,n,n,10/1/2024,JM,"one of the parrotfish left the arena before the loom, the other stopped feeding when the loom happened, but didn't flee.",y,n,y,n,,
6/5/2024,A,GX059697,02:35,29,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/5/2024,A,GX059697,06:39,33,0,0,1,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/5/2024,A,GX059697,07:40,34,0,0,1,n,n,n,n,n,10/1/2024,JM,,y,n,y,n,,
6/5/2024,A,GX069697,06:14,41,0,1,0,n,n,n,n,n,10/1/2024,JM,"big blue parrotfish was barely in frame at bottom of arena, but no flight.",y,n,y,n,,
6/5/2024,A,GX069697,08:16,43,0,0,0,y,n,n,n,n,10/1/2024,JM,,n,n,y,n,,
6/5/2024,A,GX089697,00:19,52,0,1,0,n,n,n,n,n,10/1/2024,JM,"parrotfish was sitting in the sand, possibly at a shrimp cleaning spot?",y,n,y,n,,
6/5/2024,A,GX089697,02:20,54,0,1,0,n,n,n,n,n,10/1/2024,JM,tiger grouper at 02:12 on left of screen,y,n,y,n,,
6/5/2024,A,GX089697,06:24,58,0,1,0,n,n,n,n,n,10/1/2024,JM,parrotfish just swam in and shit without a flinch.,y,n,y,n,,
6/5/2024,A,GX099697,7:00,67,0,0,1,n,n,n,n,n,11/5/2024,BC,"one parrotfish and surgeon fish peripheral, no reactions. Mulitple larger non study fish hunting in the area",y,n,y,n,,
6/5/2024,A,GX109697,0:30,69,0,1,0,n,n,n,n,n,11/5/2024,BC,A couple perihperal parrotfish with no response,y,n,y,n,,
6/5/2024,A,GX109697,5:34,74,0,0,1,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX109697,7:36,76,0,1,0,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX119697,5:08,82,0,1,0,n,n,n,n,n,11/5/2024,BC,parrotfish was right on edge of arena had no response,y,n,y,n,,
6/5/2024,A,GX129697,4:44,90,0,2,0,n,n,n,n,n,11/5/2024,BC,One surgeon may have been in arena just out of frame. It did not respond,y,n,y,n,,
6/5/2024,A,GX129697,5:45,91,0,1,0,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX149697,0:51,103,0,1,0,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX149697,3:54,106,2,1,0,n,n,n,n,n,11/5/2024,BC,one of the butterfly fish was direclty in front and facing the loom with no response,y,n,y,n,,
6/5/2024,A,GX149697,7:57,110,0,0,1,n,n,n,m,n,11/5/2024,BC,Surgeon fish left right after but did not seem to be fleeing. Large parrotfish peripheral with no response.,y,n,y,n,,
6/5/2024,A,GX159697,0:24,101,0,0,4,n,n,n,n,n,11/5/2024,BC,4 surgeon fish in a group entered right as loom was starting. One more was peripheral outside the group and did not respond.,y,n,y,n,,
6/5/2024,A,GX159697,1:27,102,0,0,1,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX159697,4:29,105,0,2,0,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX159697,5:30,106,0,2,0,n,n,n,n,n,11/5/2024,BC,2 more parrotfish peripheral no response.,y,n,y,n,,
6/5/2024,A,GX169697,2:02,111,0,1,0,n,n,n,n,n,11/5/2024,BC,fish was out of arena by the time loom finished. 4 parrotfish fled a couple of seconds before the loom,y,n,y,n,,
6/5/2024,A,GX169697,3:04,112,0,2,0,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX169697,4:05,113,0,2,1,y,n,n,n,n,11/5/2024,BC,Surgeonfish looked like it may have been a flight but a damselfish attcked it at the same time as the loom occured.,y,n,y,n,,
6/5/2024,A,GX169697,6:06,115,0,0,1,n,n,n,n,n,11/5/2024,BC,grunt in the arena,y,n,y,n,,
6/5/2024,A,GX179697,3:39,121,0,0,1,n,n,n,n,n,11/5/2024,BC,one more surgeonfish entered direclty in front of ipad at the very end of the loom with no obvious reaction,y,n,y,n,,
6/5/2024,A,GX179697,6:42,124,0,1,1,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX179697,7:43,125,0,2,1,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX189697,0:11,126,0,5,0,n,n,n,n,n,11/5/2024,BC,large parrotfish in peripheral no response,y,n,y,n,,
6/5/2024,A,GX189697,1:12,127,0,2,0,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX189697,2:13,128,0,2,0,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX189697,4:15,130,0,2,0,y,n,n,n,n,11/5/2024,BC,camera partially blocked by cornetfish. large parrotfish left right before loom occured,y,n,y,n,,
6/5/2024,A,GX189697,5:16,131,0,1,0,n,n,n,n,n,11/5/2024,BC,more parrotfish peripheral with no response,y,n,y,n,,
6/5/2024,A,GX189697,6:17,132,0,3,0,y,n,n,n,n,11/5/2024,BC,cornetfish and grunt present,y,n,y,n,,
6/5/2024,A,GX199697,7:54,142,0,1,1,n,n,n,n,n,11/5/2024,BC,surgeonfish leaving as loom occured. another parrot peipheral with no response. ,y,n,y,n,,
6/5/2024,A,GX209697,2:24,145,0,1,0,n,n,n,n,n,11/5/2024,BC,fish entered right as loom started,y,n,y,n,,
6/5/2024,A,GX209697,3:25,146,0,3,0,n,n,n,n,n,11/5/2024,BC,two of the parrotfish left mbefore full loo,y,n,y,n,,
6/5/2024,A,GX209697,6:28,149,0,1,0,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX209697,7:28,150,0,1,0,n,n,n,n,n,11/5/2024,BC,,y,n,y,n,,
6/5/2024,A,GX219697,6:02,157,0,1,0,n,n,n,n,n,11/6/2024,BC,,y,n,y,n,,
6/5/2024,A,GX239697,2:09,170,0,1,0,n,n,n,n,n,11/6/2024,BC,,y,n,y,n,,
6/5/2024,A,GX239697,3:10,171,0,3,0,n,n,n,n,n,11/6/2024,BC,one parrotfish left before loom finished,y,n,y,n,,
6/5/2024,A,GX239697,4:11,172,0,1,0,n,n,n,n,n,11/6/2024,BC,,y,n,y,n,,
6/5/2024,A,GX249697,0:43,177,0,1,0,n,n,n,n,n,11/6/2024,BC,,y,n,y,n,,
6/5/2024,A,GX249697,1:44,178,0,2,0,n,n,n,n,n,11/6/2024,BC,mulitple more parrotfish peripheral with no reaction,y,n,y,n,,
6/5/2024,A,GX249697,2:44,179,0,1,0,n,n,n,n,n,11/6/2024,BC,mulitple more parrotfish and one surgeonfish peripheral with no reaction,y,n,y,n,,
6/5/2024,A,GX249697,3:45,180,0,0,1,n,n,n,n,n,11/6/2024,BC,,y,n,y,n,,
6/5/2024,A,GX249697,6:48,183,0,1,1,n,n,n,n,n,11/6/2024,BC,,y,n,y,n,,
6/5/2024,A,GX249697,7:50,184,0,0,1,n,n,n,n,n,11/6/2024,BC,snapper in arena as well,y,n,y,n,,
6/5/2024,A,GX259697,1:19,186,0,2,0,n,n,n,n,n,11/10/2024,BC,"couple more parrotfish peripheral, snapper still there",y,n,y,n,,
6/5/2024,A,GX259697,3:21,188,0,2,0,y,n,n,n,n,11/10/2024,BC,2 parrotfish entered right at end of loom,y,n,y,n,,
6/5/2024,A,GX259697,4:22,189,0,1,1,n,n,n,n,n,11/10/2024,BC,large collection of fish outside the arena fled from something else right at the start if the loom,y,n,y,n,,
6/5/2024,A,GX259697,5:23,190,0,1,0,n,n,n,n,n,11/10/2024,BC,snapper still in arena,y,n,y,n,,
6/5/2024,A,GX259697,7:25,192,0,2,0,n,n,n,n,n,11/10/2024,BC,snapper still in arena,y,n,y,n,,
6/5/2024,A,GX269697,1:55,195,0,1,0,n,n,n,n,n,11/10/2024,BC,snapper still in arena,y,n,y,n,,
6/5/2024,A,GX269697,5:59,199,0,0,1,n,n,n,n,n,11/10/2024,BC,snapper still in arena,y,n,y,n,,
6/5/2024,A,GX269697,8:01,201,0,0,2,n,n,n,n,n,11/10/2024,BC,snapper still in arena,y,n,y,n,,
6/5/2024,A,GX279697,0:29,202,0,0,1,n,n,n,n,n,11/10/2024,BC,snapper still in arena,y,n,y,n,,
6/5/2024,A,GX279697,4:33,206,0,1,0,n,n,n,n,n,11/10/2024,BC,fish leaving as loom occured,y,n,y,n,,
6/5/2024,A,GX279697,5:34,207,0,0,1,n,n,n,n,n,11/10/2024,BC,cottonwick swam through and snapper still there,y,n,y,n,,
6/5/2024,A,GX299697,0:38,219,0,0,1,n,n,n,n,n,11/10/2024,BC,trunkfish peripheral,y,n,y,n,,
6/5/2024,A,GX299697,3:43,222,0,1,0,n,n,n,n,n,11/10/2024,BC,,y,n,y,n,,
6/5/2024,A,GX299697,4:44,223,0,0,1,n,n,n,n,n,11/10/2024,BC,,y,n,y,n,,
6/5/2024,A,GX299697,6:45,225,0,1,0,n,n,n,n,n,11/10/2024,BC,,y,n,y,n,,
6/5/2024,A,GX309697,0:15,227,0,3,0,n,n,n,n,n,11/10/2024,BC,grunt in arena as well,y,n,y,n,,
6/5/2024,A,GX309697,2:17,229,0,1,0,n,n,n,n,n,11/10/2024,BC,,y,n,y,n,,
6/5/2024,A,GX309697,3:18,230,0,5,0,n,n,n,n,n,11/10/2024,BC,multiple more parrtofsih peripheral,y,n,y,n,,
6/5/2024,A,GX309697,5:19,232,0,1,0,n,n,n,n,n,11/10/2024,BC,,y,n,y,n,,
6/5/2024,A,GX319697,1:52,237,0,1,0,n,n,n,n,n,11/10/2024,BC,two snapper in arena,y,n,y,n,,
6/5/2024,A,GX319697,2:52,238,0,1,0,n,n,n,n,n,11/10/2024,BC,two snapper in arena,y,n,y,n,,
6/5/2024,A,GX319697,3:53,239,0,3,0,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX319697,5:55,241,0,2,0,n,n,n,n,n,11/10/2024,BC,"one more parrotfish left right befoe loom, snapper in arena",y,n,y,n,,
6/5/2024,A,GX329697,0:25,244,0,1,0,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX329697,2:27,246,0,3,0,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX329697,5:30,249,0,2,0,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX329697,7:32,251,0,0,1,n,n,n,n,n,11/10/2024,BC,"surgeonfish left before majority of loom, snapper in arena",y,n,y,n,,
6/5/2024,A,GX339697,2:02,254,0,0,1,n,n,n,n,n,11/10/2024,BC,"surgeonfish left before majority of loom, snapper in arena",y,n,y,n,,
6/5/2024,A,GX339697,5:05,257,0,0,1,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX339697,6:06,258,0,0,0,y,n,n,n,n,11/10/2024,BC,"chromis comess intro frame right after loom started, snapper in arena",n,n,y,n,,
6/5/2024,A,GX339697,8:08,260,0,2,0,n,n,n,n,n,11/10/2024,BC,parrotfish left after loom but seemed to be leaving before hand. multiple parrotfish and surgeonfish peripheral with no reaction. snapper in arena,y,n,y,n,,
6/5/2024,A,GX349697,0:36,261,0,1,1,n,n,n,n,n,11/10/2024,BC,more surgeonfish come into behind first one but not in time of loom. snapper in arena,y,n,y,n,,
6/5/2024,A,GX349697,3:39,264,0,1,0,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX349697,4:40,265,0,0,1,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX349697,6:42,267,0,0,2,n,n,n,n,n,11/10/2024,BC,"parrotfish and mutliple surgeonfish peripheral no response, cornetfish blocks camera partially.",y,n,y,n,,
6/5/2024,A,GX359697,0:11,269,0,0,0,y,n,n,n,n,11/10/2024,BC,"grunt, snapper, and filefish in arena",n,n,y,n,,
6/5/2024,A,GX359697,1:12,270,0,1,0,n,n,n,n,n,11/10/2024,BC,parrotfish passing throguh during loom,y,n,y,n,,
6/5/2024,A,GX359697,2:13,271,0,3,0,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX359697,5:16,274,0,0,1,n,n,n,n,n,11/10/2024,BC,group of 6 grunts in and around arena,y,n,y,n,,
6/5/2024,A,GX369697,0:47,279,0,1,0,y,n,n,n,n,11/10/2024,BC,"parrotfish entered as loom was starting, snapper in arena",y,n,y,n,,
6/5/2024,A,GX369697,1:48,280,0,1,0,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX369697,3:50,282,0,2,0,n,n,n,n,n,11/10/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX369697,4:51,283,0,1,0,n,n,n,n,n,11/10/2024,BC,,y,n,y,n,,
6/5/2024,A,GX369697,5:51,284,0,0,0,y,n,n,n,n,11/10/2024,BC,snapper in arena,n,n,y,n,,
6/5/2024,A,GX369697,7:53,286,0,2,0,n,n,n,n,n,11/10/2024,BC,"small group of parrotfish peripheral, no response",y,n,y,n,,
6/5/2024,A,GX379697,0:21,287,0,2,0,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
6/5/2024,A,GX379697,4:25,291,0,0,1,n,n,n,n,n,11/16/2024,BC,snapper also in arena,y,n,y,n,,
6/5/2024,A,GX379697,5:26,292,0,0,1,n,n,n,n,n,11/16/2024,BC,same surgeonfish as last loom,y,n,y,n,,
6/5/2024,A,GX379697,6:27,293,0,0,1,n,n,n,n,n,11/16/2024,BC,same surgeonfish as last loom,y,n,y,n,,
6/5/2024,A,GX379697,7:28,294,0,1,0,n,n,y,n,n,11/16/2024,BC,"large parrotfish swims directly in front of ipad as the loom started and than fled out of arena as loom peaked, snapper also in arena",y,y,y,y,,
6/5/2024,A,GX399697,0:32,304,0,0,0,y,n,n,n,n,11/16/2024,BC,,n,n,y,n,,
6/5/2024,A,GX399697,3:35,307,0,0,2,n,n,n,n,n,11/16/2024,BC,,y,n,y,n,,
6/5/2024,A,GX399697,5:37,309,0,0,1,n,n,n,n,n,11/16/2024,BC,surgeonfish right next to snapper,y,n,y,n,,
6/5/2024,A,GX409697,3:11,315,0,1,0,n,n,n,n,n,11/16/2024,BC,snapper in arena,y,n,y,n,,
6/5/2024,A,GX409697,4:12,316,0,1,0,n,n,n,n,n,11/16/2024,BC,surgeonfish peripheral with no reaction,y,n,y,n,,
6/5/2024,A,GX409697,6:14,318,0,0,0,y,n,n,n,n,11/16/2024,BC,two parrotfish peripheral with no reactions,n,n,y,n,,
6/5/2024,A,GX409697,7:15,319,0,0,1,n,n,n,n,n,11/16/2024,BC,surgeonfish right next to snapper,y,n,y,n,,
6/3/2024,A,GX018727,0:14,1,0,0,1,n,n,n,n,n,11/15/2024,LAG,,y,n,y,n,,
6/3/2024,A,GX018727,6:18,7,0,0,0,y,n,n,n,n,11/15/2024,LAG,,n,n,y,n,,
5/18/2024,A,GX010845,0:42,3,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX010845,1:03,4,0,1,0,n,n,n,n,n,11/17/2024,BC,parrotfish seemed to be already leaving,y,n,y,n,,
5/18/2024,A,GX010845,4:12,13,0,0,1,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX010845,6:18,19,0,0,2,n,n,n,n,n,11/17/2024,BC,both fish entered as loom was starting,y,n,y,n,,
5/18/2024,A,GX020845,5:11,40,0,1,0,n,n,n,n,n,11/17/2024,BC,cottonwick hunting in arena,y,n,y,n,,
5/18/2024,A,GX020845,8:20,49,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,1:14,53,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,1:35,54,0,2,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,2:17,56,0,2,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,2:38,57,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,2:59,58,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,3:20,59,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
5/18/2024,A,GX030845,3:41,60,0,1,0,n,n,n,n,n,11/17/2024,BC,,y,n,y,n,,
